EntrezID,GeneID,Symbol,Description,Protein Name,UniProt ID
554206,ENSG00000291179,LOC554206,leucine carboxyl methyltransferase 1 pseudogene,-,-
554210,ENSG00000198976,MIR429,microRNA 429,-,-
554212,ENSG00000199001,MIR448,microRNA 448,-,-
554213,ENSG00000198983,MIR449A,microRNA 449a,-,-
554214,ENSG00000199132,MIR450A1,microRNA 450a-1,-,-
554226,ENSG00000163046,ANKRD30BL,ankyrin repeat domain 30B like,-,A7E2S9.92
554235,ENSG00000204653,ASPDH,aspartate dehydrogenase domain containing,Aspartate dehydrogenase domain-containing protein,Q6NZ37; A6ND91
554251,ENSG00000204923,FBXO48,F-box protein 48,F-box only protein 48,Q5FWF7
554279,ENSG00000203721,LINC00862,long intergenic non-protein coding RNA 862,-,-
554282,ENSG00000263513,FAM72C,family with sequence similarity 72 member C,Protein FAM72C,H0Y354
554313,ENSG00000270276,H4C15,H4 clustered histone 15,Histone H4,P62805; A2VCL0; P02305; Q6DRA9; Q6FGB8; P02304; Q6NWP7
572558,ENSG00000224958,PGM5-AS1,PGM5 antisense RNA 1,-,-
574016,ENSG00000205057,CLLU1-AS1,CLLU1 antisense RNA 1,-,-
574028,ENSG00000257127,CLLU1,chronic lymphocytic leukemia up-regulated 1,-,-
574030,ENSG00000208015,MIR362,microRNA 362,-,-
574031,ENSG00000284499,MIR363,microRNA 363,-,-
574032,ENSG00000284043,MIR20B,microRNA 20b,-,-
574033,ENSG00000283931,MIR18B,microRNA 18b,-,-
574034,ENSG00000207569,MIR433,microRNA 433,-,-
574036,-,SERTAD4-AS1,SERTAD4 antisense RNA 1,-,-
574038,ENSG00000208001,MIR431,microRNA 431,-,-
574040,ENSG00000206760,SNORA6,"small nucleolar RNA, H/ACA box 6",-,-
574042,ENSG00000206811,SNORA10,"small nucleolar RNA, H/ACA box 10",-,-
574406,ENSG00000143384,ADAMTSL4-AS1,ADAMTSL4 antisense RNA 1,-,A0A7I2V2W2.1; A0A087WT64.46; Q07820.221
574407,ENSG00000162913,OBSCN-AS1,OBSCN antisense RNA 1,-,-
574408,ENSG00000207761,MIR329-1,microRNA 329-1,-,-
574409,ENSG00000207762,MIR329-2,microRNA 329-2,-,-
574410,ENSG00000208004,MIR323B,microRNA 323b,-,-
574411,ENSG00000284565,MIR451A,microRNA 451a,-,-
574412,ENSG00000283751,MIR452,microRNA 452,-,-
574413,ENSG00000199107,MIR409,microRNA 409,-,-
574414,ENSG00000203783,PRR9,proline rich 9,Proline-rich protein 9,Q5T870
574432,ENSG00000203684,IBA57-DT,IBA57 divergent transcript,-,-
574433,ENSG00000199012,MIR412,microRNA 412,-,-
574434,ENSG00000199092,MIR410,microRNA 410,-,-
574435,ENSG00000283556,MIR376B,microRNA 376b,-,-
574436,ENSG00000208027,MIR485,microRNA 485,-,-
574441,ENSG00000202609,MIR488,microRNA 488,-,-
574442,ENSG00000207656,MIR489,microRNA 489,-,-
574443,ENSG00000207597,MIR490,microRNA 490,-,-
574444,ENSG00000207609,MIR491,microRNA 491,-,-
574445,ENSG00000207938,MIR511,microRNA 511,-,-
574447,ENSG00000202569,MIR146B,microRNA 146b,-,-
574448,ENSG00000284219,MIR202,microRNA 202,-,-
574449,ENSG00000283998,MIR492,microRNA 492,-,-
574450,ENSG00000207989,MIR493,microRNA 493,-,-
574451,ENSG00000272458,MIR432,microRNA 432,-,-
574452,ENSG00000194717,MIR494,microRNA 494,-,-
574453,ENSG00000207743,MIR495,microRNA 495,-,-
574454,ENSG00000207961,MIR496,microRNA 496,-,-
574455,ENSG00000207639,MIR193B,microRNA 193b,-,-
574456,ENSG00000284027,MIR497,microRNA 497,-,-
574457,ENSG00000207585,MIR181D,microRNA 181d,-,-
574458,ENSG00000207645,MIR512-1,microRNA 512-1,-,-
574459,ENSG00000207644,MIR512-2,microRNA 512-2,-,-
574460,ENSG00000207869,MIR498,microRNA 498,-,-
574461,ENSG00000207599,MIR520E,microRNA 520e,-,-
574462,ENSG00000207616,MIR515-1,microRNA 515-1,-,-
574463,ENSG00000207810,MIR519E,microRNA 519e,-,-
574464,ENSG00000283540,MIR520F,microRNA 520f,-,-
574465,ENSG00000207615,MIR515-2,microRNA 515-2,-,-
574466,ENSG00000207788,MIR519C,microRNA 519c,-,-
574467,ENSG00000207594,MIR520A,microRNA 520a,-,-
574468,ENSG00000207580,MIR526B,microRNA 526b,-,-
574469,ENSG00000207825,MIR519B,microRNA 519b,-,-
574470,ENSG00000207711,MIR525,microRNA 525,-,-
574471,ENSG00000283455,MIR523,microRNA 523,-,-
574472,ENSG00000207706,MIR518F,microRNA 518f,-,-
574473,ENSG00000207722,MIR520B,microRNA 520b,-,-
574474,ENSG00000207862,MIR518B,microRNA 518b,-,-
574475,ENSG00000207629,MIR526A1,microRNA 526a-1,-,-
574476,ENSG00000207738,MIR520C,microRNA 520c,-,-
574477,ENSG00000283490,MIR518C,microRNA 518c,-,-
574478,ENSG00000283289,MIR524,microRNA 524,-,-
574479,ENSG00000207734,MIR517A,microRNA 517a,-,-
574480,ENSG00000207981,MIR519D,microRNA 519d,-,-
574481,ENSG00000207549,MIR521-2,microRNA 521-2,-,-
574482,ENSG00000207735,MIR520D,microRNA 520d,-,-
574483,ENSG00000207837,MIR517B,microRNA 517b,-,-
574484,ENSG00000207799,MIR520G,microRNA 520g,-,-
574485,ENSG00000207925,MIR516B2,microRNA 516b-2,-,-
574486,ENSG00000211532,MIR526A2,microRNA 526a-2,-,-
574487,ENSG00000207987,MIR518E,microRNA 518e,-,-
574488,ENSG00000207803,MIR518A1,microRNA 518a-1,-,-
574489,ENSG00000283330,MIR518D,microRNA 518d,-,-
574490,ENSG00000207946,MIR516B1,microRNA 516b-1,-,-
574491,ENSG00000207699,MIR518A2,microRNA 518a-2,-,-
574492,ENSG00000207838,MIR517C,microRNA 517c,-,-
574493,ENSG00000207861,MIR520H,microRNA 520h,-,-
574494,ENSG00000207634,MIR521-1,microRNA 521-1,-,-
574495,ENSG00000283685,MIR522,microRNA 522,-,-
574496,ENSG00000207992,MIR519A1,microRNA 519a-1,-,-
574497,ENSG00000207979,MIR527,microRNA 527,-,-
574498,ENSG00000207767,MIR516A1,microRNA 516a-1,-,-
574499,ENSG00000207620,MIR516A2,microRNA 516a-2,-,-
574500,ENSG00000284362,MIR519A2,microRNA 519a-2,-,-
574501,ENSG00000207635,MIR499A,microRNA 499a,-,-
574502,ENSG00000207785,MIR500A,microRNA 500a,-,-
574503,ENSG00000211538,MIR501,microRNA 501,-,-
574504,ENSG00000272080,MIR502,microRNA 502,-,-
574505,ENSG00000207755,MIR450A2,microRNA 450a-2,-,-
574506,ENSG00000208005,MIR503,microRNA 503,-,-
574507,ENSG00000207800,MIR504,microRNA 504,-,-
574508,ENSG00000207633,MIR505,microRNA 505,-,-
574509,ENSG00000207873,MIR513A1,microRNA 513a-1,-,-
574510,ENSG00000207984,MIR513A2,microRNA 513a-2,-,-
574511,ENSG00000207731,MIR506,microRNA 506,-,-
574512,ENSG00000207969,MIR507,microRNA 507,-,-
574513,ENSG00000207589,MIR508,microRNA 508,-,-
574514,ENSG00000208000,MIR509-1,microRNA 509-1,-,-
574515,ENSG00000207641,MIR510,microRNA 510,-,-
574516,ENSG00000207868,MIR514A1,microRNA 514a-1,-,-
574517,ENSG00000207866,MIR514A2,microRNA 514a-2,-,-
574518,ENSG00000207867,MIR514A3,microRNA 514a-3,-,-
574537,ENSG00000271271,UGT2A2,UDP glucuronosyltransferase family 2 member A2,UDP-glucuronosyltransferase 2A2; UDP-glucuronosyltransferase 2A1,P0DTE5; E9PDM7; D3GER1; J3KNA3; D3GER2; Q9Y4X1; B4E2F4
574538,ENSG00000249695,LOC574538,uncharacterized LOC574538,-,-
594837,ENSG00000206754,SNORD101,"small nucleolar RNA, C/D box 101",-,-
594838,ENSG00000221500,SNORD100,"small nucleolar RNA, C/D box 100",-,-
594839,ENSG00000200534,SNORA33,"small nucleolar RNA, H/ACA box 33",-,-
594840,ENSG00000248492,ZFAT-AS1,ZFAT antisense RNA 1,-,-
594842,-,HAS2-AS1,HAS2 antisense RNA 1,-,-
594855,ENSG00000213578,CPLX3,complexin 3,Complexin-3,Q8TEM6; Q8WVH0; D3DW66; Q9H818
594857,ENSG00000214285,NPS,neuropeptide S,Neuropeptide S,P0C0P6
595097,ENSG00000199673,SNORD16,"small nucleolar RNA, C/D box 16",-,-
595098,ENSG00000200623,SNORD18A,"small nucleolar RNA, C/D box 18A",-,-
595099,ENSG00000202529,SNORD18B,"small nucleolar RNA, C/D box 18B",-,-
595100,ENSG00000199574,SNORD18C,"small nucleolar RNA, C/D box 18C",-,-
595101,ENSG00000291266,SMG1P5,SMG1 pseudogene 5,-,-
595135,ENSG00000290923,PGM5P2,phosphoglucomutase 5 pseudogene 2,-,-
606293,ENSG00000290915,KLKP1,kallikrein pseudogene 1,-,-
606495,ENSG00000215883,CYB5RL,cytochrome b5 reductase like,NADH-cytochrome b5 reductase-like,Q8NF25; Q6IPT4; B7ZBS4
606500,-,SNORD68,"small nucleolar RNA, C/D box 68",-,-
606553,-,LINC02905,long intergenic non-protein coding RNA 2905,-,-
613037,ENSG00000198064,NPIPB13,"nuclear pore complex interacting protein family, member B13",Nuclear pore complex-interacting protein family member B13,A6NJU9
613038,ENSG00000290692,LOC613038,SAGA complex associated factor 29 pseudogene,-,-
613126,ENSG00000188693,CYP51A1-AS1,CYP51A1 antisense RNA 1,-,-
613209,ENSG00000205883,DEFB135,defensin beta 135,Beta-defensin 135,Q4QY37; Q30KP9
613210,ENSG00000205884,DEFB136,defensin beta 136,Defensin beta 136,Q4QY36; Q30KP8
613211,ENSG00000205882,DEFB134,defensin beta 134,Beta-defensin 134,A1L4A4; Q4QY38
613212,ENSG00000205279,CTXN3,cortexin 3,Cortexin-3,B2RV32; Q4LDR2; D3DQ82
613227,ENSG00000214511,HIGD1C,HIG1 hypoxia inducible domain family member 1C,HIG1 domain family member 1C,A8MV81
619189,ENSG00000184716,SERINC4,serine incorporator 4,Serine incorporator 4,Q3YL75; A6NH21; B2RN41
619207,ENSG00000214279,SCART1,scavenger receptor family member expressed on T cells 1,-,Q4G0T1.92
619208,ENSG00000203778,FAM229B,family with sequence similarity 229 member B,Protein FAM229B,Q4G0N7; B8ZZ33
619279,ENSG00000164684,ZNF704,zinc finger protein 704,Zinc finger protein 704,B9EGW6; Q6ZNC4; B2RNE6
619344,ENSG00000253351,LINC01298,long intergenic non-protein coding RNA 1298,-,-
619351,ENSG00000251191,LINC00589,long intergenic non-protein coding RNA 589,-,-
619373,ENSG00000177669,MBOAT4,membrane bound O-acyltransferase domain containing 4,Ghrelin O-acyltransferase,Q96T53; B1Q003
619383,ENSG00000254911,SCARNA9,small Cajal body-specific RNA 9,-,-
619434,ENSG00000254008,LINC00051,long intergenic non-protein coding RNA 51,-,-
619455,ENSG00000277215,SPANXA2-OT1,SPANXA2 overlapping transcript 1,-,-
619499,ENSG00000207051,SNORA27,"small nucleolar RNA, H/ACA box 27",-,-
619505,ENSG00000199293,SNORA21,"small nucleolar RNA, H/ACA box 21",-,-
619518,ENSG00000198711,SSBP3-AS1,SSBP3 antisense RNA 1,-,-
619552,ENSG00000207805,MIR483,microRNA 483,-,-
619553,ENSG00000283736,MIR484,microRNA 484,-,-
619554,ENSG00000274705,MIR486-1,microRNA 486-1,-,-
619555,ENSG00000207742,MIR487A,microRNA 487a,-,-
619556,ENSG00000207726,MIR455,microRNA 455,-,-
619562,ENSG00000200983,SNORA3A,"small nucleolar RNA, H/ACA box 3A",-,-
619563,ENSG00000207496,SNORA7A,"small nucleolar RNA, H/ACA box 7A",-,-
619564,ENSG00000212296,SNORD72,"small nucleolar RNA, C/D box 72",-,-
619565,ENSG00000199785,SNORA52,"small nucleolar RNA, H/ACA box 52",-,-
619567,ENSG00000238942,SNORD2,"small nucleolar RNA, C/D box 2",-,-
619568,ENSG00000263776,SNORA4,"small nucleolar RNA, H/ACA box 4",-,-
619569,ENSG00000207406,SNORA41,"small nucleolar RNA, H/ACA box 41",-,-
619570,ENSG00000264549,SNORD95,"small nucleolar RNA, C/D box 95",-,-
619571,ENSG00000272296,SNORD96A,"small nucleolar RNA, C/D box 96A",-,-
641298,ENSG00000237296,SMG1P1,SMG1 pseudogene 1,-,-
641311,ENSG00000293173,RPL31P11,ribosomal protein L31 pseudogene 11,-,-
641339,ENSG00000251192,ZNF674,zinc finger protein 674,Zinc finger protein 674,E9PHQ4; B4DHE2; Q2M3X9
641364,ENSG00000250033,SLC7A11-AS1,SLC7A11 antisense RNA 1,-,-
641365,ENSG00000248307,LINC00616,long intergenic non-protein coding RNA 616,-,-
641367,ENSG00000293089,CCNYL6,cyclin Y like 6 (pseudogene),-,-
641371,ENSG00000184227,ACOT1,acyl-CoA thioesterase 1,Acyl-coenzyme A thioesterase 1,Q86TX2; A1L173; Q3I5F9
641372,ENSG00000205669,ACOT6,acyl-CoA thioesterase 6,Acyl-coenzyme A thioesterase 6,Q3I5F7; A0A2R8Y7H3
641384,ENSG00000280055,LINC02912,long intergenic non-protein coding RNA 2912,-,-
641451,ENSG00000207468,SNORA19,"small nucleolar RNA, H/ACA box 19",-,-
641455,ENSG00000222036,POTEM,POTE ankyrin domain family member M,Putative POTE ankyrin domain family member M,A6NI47
641467,ENSG00000278156,TSC22D1-AS1,TSC22D1 antisense RNA 1,-,-
641515,ENSG00000293466,MGAT4EP,"MGAT4 family member E, pseudogene",-,-
641516,ENSG00000267313,KC6,keratoconus gene 6,-,-
641517,ENSG00000206034,DEFB109B,defensin beta 109B,-,-
641518,ENSG00000232021,LEF1-AS1,LEF1 antisense RNA 1,-,-
641638,-,SNHG6,small nucleolar RNA host gene 6,-,-
641648,ENSG00000254341,SNORD87,"small nucleolar RNA, C/D box 87",-,-
641649,ENSG00000142046,TMEM91,transmembrane protein 91,Transmembrane protein 91,Q6ZNR0; C9JZ62; C9K046; C9J9D1; Q6P434
641654,ENSG00000221932,HEPN1,"hepatocellular carcinoma, down-regulated 1",Putative cancer susceptibility gene HEPN1 protein,Q6WQI6
641700,ENSG00000249751,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator,Endothelial cell-specific chemotaxis regulator,Q19T08; C3RSF2; B4E3H7
641702,ENSG00000282591,FAM138F,family with sequence similarity 138 member F,-,-
641977,ENSG00000291207,SEPTIN7P2,septin 7 pseudogene 2,-,-
642273,ENSG00000184731,FAM110C,family with sequence similarity 110 member C,Protein FAM110C,Q1W6H9
642280,ENSG00000290382,ZNF876P,"zinc finger protein 876, pseudogene",-,-
642345,ENSG00000228824,MIR4500HG,MIR4500 host gene,-,-
642361,ENSG00000272447,LOC642361,uncharacterized LOC642361,-,-
642366,-,ISL1-DT,ISL1 divergent transcript,-,-
642394,ENSG00000205696,ADARB2-AS1,ADARB2 antisense RNA 1,-,-
642426,ENSG00000257504,LINC02297,long intergenic non-protein coding RNA 2297,-,-
642446,ENSG00000189253,TRIM64B,tripartite motif containing 64B,Putative tripartite motif-containing protein 64B,A6NI03
642475,ENSG00000204839,MROH6,maestro heat like repeat family member 6,Maestro heat-like repeat-containing protein family member 6,A6NGR9; A8MWB1
642489,ENSG00000198225,FKBP1C,FKBP prolyl isomerase family member 1C,-,Q5VVH2.135
642515,ENSG00000283526,PRRT1B,proline rich transmembrane protein 1B,-,A0A1B0GWB2.17
642517,ENSG00000204172,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9","Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 9",D3YTF3; Q5VTM2
642559,ENSG00000235602,POU5F1P3,POU class 5 homeobox 1 pseudogene 3,-,-
642569,ENSG00000225581,TRIM53AP,"tripartite motif containing 53A, pseudogene",-,-
642587,ENSG00000230937,MIR205HG,MIR205 host gene,-,-
642597,ENSG00000231824,AKAIN1,A-kinase anchor inhibitor 1,A-kinase anchor protein inhibitor 1,P0CW23
642612,ENSG00000204449,TRIM49C,tripartite motif containing 49C,Tripartite motif-containing protein 49; Tripartite motif-containing protein 49C,Q6DJV1; P0CI26; Q9NS80; A0AVR7; A0AVR9
642623,ENSG00000255009,UBTFL1,upstream binding transcription factor like 1,Upstream-binding factor 1-like protein 1,C9JMX8; P0CB47
642633,ENSG00000215498,FAM230B,family with sequence similarity 230 member B,-,-
642636,ENSG00000244588,RAD21L1,RAD21 cohesin complex component like 1,Double-strand-break repair protein rad21-like protein 1,B2RXL0; B7ZBB1; Q9H4I0; B7ZW76; Q5W0X5
642643,ENSG00000182824,FAM230E,family with sequence similarity 230 member E,-,-
642658,ENSG00000260428,SCX,scleraxis bHLH transcription factor,Basic helix-loop-helix transcription factor scleraxis,Q7RTU7
642757,ENSG00000280080,TBC1D22A-AS1,TBC1D22A antisense RNA 1,-,-
642776,ENSG00000235244,DANT2,"DXZ4 associated non-coding transcript 2, distal",-,-
642778,ENSG00000224712,NPIPA3,nuclear pore complex interacting protein family member A3,Nuclear pore complex-interacting protein family member A3,F8WFD2
642797,-,DNAH10OS,dynein axonemal heavy chain 10 opposite strand,-,-
642799,ENSG00000254852,NPIPA2,nuclear pore complex interacting protein family member A2,Nuclear pore complex-interacting protein family member A1,Q9UND3; O15102
642819,ENSG00000243660,ZNF487,zinc finger protein 487,-,H0Y2R6.63; B2REC8.75; A0A494C0H0.10
642826,-,BMS1P2,BMS1 pseudogene 2,-,-
642843,ENSG00000187959,CPSF4L,cleavage and polyadenylation specific factor 4 like,Putative cleavage and polyadenylation specificity factor subunit 4-like protein,A6NMK7; B2RXI9; A8MU95
642852,ENSG00000223768,LINC00205,long intergenic non-protein coding RNA 205,-,-
642864,ENSG00000203897,SPATA42,spermatogenesis associated 42,-,-
642924,ENSG00000246662,CIBAR1-DT,CIBAR1 divergent transcript,-,-
642929,-,LOC642929,"general transcription factor II, i pseudogene",-,Q5VUR7.124; A0A087WY83.26; A0A590UJJ3.4; A0A590UJ85.4
642934,ENSG00000285972,CERNA2,competing endogenous lncRNA 2 for microRNA let-7b,-,-
642938,ENSG00000188916,INSYN2A,inhibitory synaptic factor 2A,Inhibitory synaptic factor 2A,B7ZME7; B2RNT4; Q6ZSG2
642943,-,LOC642943,SPATA31 subfamily A pseudogene,-,-
642946,ENSG00000198468,FLVCR1-DT,FLVCR1 divergent transcript,-,-
642968,ENSG00000196990,FAM163B,family with sequence similarity 163 member B,Protein FAM163B,P0C2L3; B2RUZ5
642976,-,GRIK1-AS1,GRIK1 antisense RNA 1,-,-
642987,ENSG00000186952,TMEM232,transmembrane protein 232,Transmembrane protein 232,C9JQI7; B4DKF4
643008,ENSG00000204323,SMIM5,small integral membrane protein 5,Small integral membrane protein 5,Q71RC9
643036,ENSG00000293200,SLED1,"proteoglycan 3, pro eosinophil major basic protein 2 pseudogene",-,-
643037,ENSG00000257057,C11orf97,chromosome 11 open reading frame 97,Uncharacterized protein C11orf97,A0A1B0GVM6
643072,ENSG00000224152,BAZ2B-AS1,BAZ2B antisense RNA 1,-,-
643155,ENSG00000188725,SMIM15,small integral membrane protein 15,Small integral membrane protein 15,Q7Z3B0; B9EJC4
643160,ENSG00000240194,CYMP,"chymosin, pseudogene",-,-
643161,ENSG00000188100,FAM25A,family with sequence similarity 25 member A,Protein FAM25G; Protein FAM25A; Protein FAM25C,B2RV02; B3EWG3; B3EWG6; B3EWG5; Q5VTM1
643180,ENSG00000290860,CCT6P3,chaperonin containing TCP1 subunit 6 pseudogene 3,-,-
643201,ENSG00000248596,CEP192P1,CEP192 pseudogene 1,-,-
643224,-,TUBBP5,tubulin beta pseudogene 5,-,-
643226,ENSG00000204928,GRXCR2,glutaredoxin and cysteine rich domain containing 2,Glutaredoxin domain-containing cysteine-rich protein 2,A6NFK2
643236,ENSG00000187783,TMEM72,transmembrane protein 72,Transmembrane protein 72,A0PK05; Q5T740; A1L181
643246,ENSG00000258102,MAP1LC3B2,microtubule associated protein 1 light chain 3 beta 2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,A6NCE7
643253,ENSG00000291124,CCT6P1,chaperonin containing TCP1 subunit 6 pseudogene 1,-,-
643311,ENSG00000236446,CT47B1,cancer/testis antigen family 47 member B1,Cancer/testis antigen family 47 member B1,P0C2W7; A6NM97
643314,-,-,-,-,-
643338,ENSG00000188277,C15orf62,chromosome 15 open reading frame 62,"Uncharacterized protein C15orf62, mitochondrial",A8K5M9; A6NK01
643355,ENSG00000231437,LINC01750,long intergenic non-protein coding RNA 1750,-,-
643365,ENSG00000229373,LINC00452,long intergenic non-protein coding RNA 452,-,-
643376,ENSG00000233436,BTBD18,BTB domain containing 18,BTB/POZ domain-containing protein 18,B2RXH4
643382,ENSG00000232070,TMEM253,transmembrane protein 253,Transmembrane protein 253,P0C7T8
643394,ENSG00000204909,SPINK9,serine peptidase inhibitor Kazal type 9,Serine protease inhibitor Kazal-type 9,Q5DT21; B2RPN9
643401,ENSG00000250337,PURPL,p53 upregulated regulator of p53 levels,-,-
643406,-,LOC643406,uncharacterized LOC643406,-,-
643414,ENSG00000204021,LIPK,lipase family member K,Lipase member K,A7KIH8; Q5VXJ0
643418,ENSG00000204020,LIPN,lipase family member N,Lipase member N,A7KIH9; Q5VXI9
643479,ENSG00000290779,FAM25EP,family with sequence similarity 25 member E,-,-
643486,ENSG00000271209,BRDTP1,bromodomain testis associated pseudogene 1,-,-
643529,ENSG00000232229,LINC00865,long intergenic non-protein coding RNA 865,-,-
643542,ENSG00000265533,DSEL-AS1,DSEL antisense RNA 1,-,-
643596,ENSG00000233198,RNF224,ring finger protein 224,RING finger protein 224,P0DH78
643623,ENSG00000224506,LINC02523,long intergenic non-protein coding RNA 2523,-,-
643641,ENSG00000106479,ZNF862,zinc finger protein 862,Zinc finger protein 862,O60290; A0AUL8
643650,ENSG00000285294,LINC00842,long intergenic non-protein coding RNA 842,-,-
643664,ENSG00000259224,SLC35G6,solute carrier family 35 member G6,Solute carrier family 35 member G6,P0C7Q6
643669,ENSG00000262484,CCER2,coiled-coil glutamate rich protein 2,Coiled-coil domain-containing glutamate-rich protein 2,I3L3R5
643677,ENSG00000175820,CCDC168,coiled-coil domain containing 168,Leucine-rich repeat transmembrane protein CCDC168,Q8NDH2; Q8N800
643680,ENSG00000214787,MS4A4E,membrane spanning 4-domains A4E,-,E9PKS5.45; H0YEM0.33; A0A494C1L8.9; A0A1W2PRK6.10; Q96PG1.120
643699,ENSG00000232653,GOLGA8N,golgin A8 family member N,Golgin subfamily A member 8N,F8WBI6
643707,ENSG00000184206,GOLGA6L4,golgin A6 family like 4,Golgin subfamily A member 6-like protein 4,A6NEF3; D6REZ9
643711,ENSG00000293309,PAFAH1B2P2,PAFAH1B2 pseudogene 2,-,-
643714,ENSG00000249231,CASC16,cancer susceptibility 16,-,-
643719,-,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene",-,-
643733,ENSG00000291173,CASP4LP,"caspase 4 like, pseudogene",-,-
643749,ENSG00000231889,TRAF3IP2-AS1,TRAF3IP2 antisense RNA 1,-,-
643763,-,-,-,-,-
643770,ENSG00000245017,LINC02453,long intergenic non-protein coding RNA 2453,-,-
643783,ENSG00000248866,USP46-DT,USP46 divergent transcript,-,-
643803,ENSG00000188694,KRTAP24-1,keratin associated protein 24-1,Keratin-associated protein 24-1,Q1XDX0; Q3LI83
643812,ENSG00000206107,KRTAP27-1,keratin associated protein 27-1,Keratin-associated protein 27-1,Q3LI81
643827,-,CNTNAP3P2,CNTNAP3 pseudogene 2,-,-
643834,ENSG00000229859,PGA3,pepsinogen A3,Pepsin A-3; Pepsin A-4; Pepsin A-5,A8K749; B2R7D6; P0DJD8; B7ZW75; P00790; Q7M4R0; Q8N1E3
643836,ENSG00000196670,ZFP62,ZFP62 zinc finger protein,Zinc finger protein 62 homolog,B4E0N3; B4DIP6; J3QTA9; B5MDX6; E9PFT8; B9EIP6; B7ZVZ2; Q8NB50
643837,ENSG00000228794,LINC01128,long intergenic non-protein coding RNA 1128,-,-
643847,ENSG00000229183,PGA4,pepsinogen A4,Pepsin A-4; Pepsin A-3; Pepsin A-5,P0DJD7; B7ZW75; P00790; Q8N1E3; A8K749; Q7M4R0
643853,ENSG00000188167,TMPPE,transmembrane protein with metallophosphoesterase domain,Transmembrane protein with metallophosphoesterase domain,Q6ZRG1; B2RNG5; Q6ZT21
643854,ENSG00000236761,CTAGE9,CTAGE family member 9,cTAGE family member 9,A4FU28
643866,ENSG00000139899,CBLN3,cerebellin 3 precursor,Cerebellin-3,Q6UW01
643904,ENSG00000189051,RNF222,ring finger protein 222,RING finger protein 222,A6NCQ9
643905,-,PRR21,proline rich 21,-,-
643911,ENSG00000245694,CRNDE,colorectal neoplasia differentially expressed,-,-
643955,ENSG00000290558,ZNF733P,"zinc finger protein 733, pseudogene",-,-
643965,ENSG00000205116,TMEM88B,transmembrane protein 88B,Transmembrane protein 88B,A6NKF7
643988,ENSG00000228594,FNDC10,fibronectin type III domain containing 10,Fibronectin type III domain-containing protein 10,F2Z333
644019,ENSG00000215126,ZNG1F,Zn regulated GTPase metalloprotein activator 1F,Zinc-regulated GTPase metalloprotein activator 1F,Q4V339
644041,ENSG00000206043,C18orf63,chromosome 18 open reading frame 63,Uncharacterized protein C18orf63,A6NME8; Q68DL7
644050,ENSG00000293484,LINC01529,long intergenic non-protein coding RNA 1529,-,-
644054,ENSG00000276430,FAM25C,family with sequence similarity 25 member C,Protein FAM25G; Protein FAM25A; Protein FAM25C,B3EWG6; B3EWG3; B3EWG5; Q5VTM1; B2RV02
644068,-,RPS14P3,ribosomal protein S14 pseudogene 3,-,-
644070,ENSG00000214978,GSG1L2,GSG1 like 2,Germ cell-specific gene 1-like protein 2,K7EL98; A8MUP6
644076,ENSG00000293392,GLYCAM1,glycosylation dependent cell adhesion molecule 1 (pseudogene),-,-
644090,ENSG00000242048,PRKAG2-AS2,PRKAG2 antisense RNA 2,-,-
644093,ENSG00000235760,MSH2-OT1,MSH2 overlapping transcript 1,-,-
644096,ENSG00000205138,SDHAF1,succinate dehydrogenase complex assembly factor 1,"Succinate dehydrogenase assembly factor 1, mitochondrial",A6NFY7; B2RPM7
644100,ENSG00000268223,ARL14EPL,ADP ribosylation factor like GTPase 14 effector protein like,ARL14 effector protein-like,P0DKL9
644139,ENSG00000233670,PIRT,phosphoinositide interacting regulator of transient receptor potential channels,Phosphoinositide-interacting protein,P0C851; B7Z648
644145,ENSG00000250821,EXOC1L,exocyst complex component 1 like,-,A0A1B0GW35.26; A0A1B0GV28.13
644150,ENSG00000122574,WIPF3,WAS/WASL interacting protein family member 3,WAS/WASL-interacting protein family member 3,A6NGB9; B8ZZV2
644165,-,BCRP3,BCR pseudogene 3,-,-
644168,ENSG00000165606,DRGX,dorsal root ganglia homeobox,Dorsal root ganglia homeobox protein,A6NNA5
644186,ENSG00000217442,SYCE3,synaptonemal complex central element protein 3,Synaptonemal complex central element protein 3,A1L190
644192,ENSG00000247809,NR2F2-AS1,NR2F2 antisense RNA 1,-,-
644242,ENSG00000260941,LINC00622,long intergenic non-protein coding RNA 622,-,-
644246,ENSG00000214401,KANSL1-AS1,KANSL1 antisense RNA 1,-,-
644248,ENSG00000247775,SNCA-AS1,SNCA antisense RNA 1,-,-
644314,-,MT1IP,"metallothionein 1I, pseudogene",-,-
644353,ENSG00000166707,ZCCHC18,zinc finger CCHC-type containing 18,Zinc finger CCHC domain-containing protein 18,P0CG32
644414,ENSG00000186146,DEFB131A,defensin beta 131A,Beta-defensin 131A,P59861
644444,ENSG00000293379,TMEM30CP,"transmembrane protein 30C, pseudogene",-,-
644511,ENSG00000234118,RPL13AP6,ribosomal protein L13a pseudogene 6,-,-
644524,ENSG00000125816,NKX2-4,NK2 homeobox 4,Homeobox protein Nkx-2.4,Q5VZV8; Q9H2Z4
